TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%
Milwaukee Bucks,1998,50.0,28.0,22.0,0.56,48.2,91.7,35.1,76.4,45.9,4.6,12.4,37.3,16.9,23.1,73.3,11.4,27.4,38.8,20.6,14.4,8.8,4.0,3.9,22.8,0.2,1.7,58.8,1.43,16.8,101.2,64.8,48.9,1.8,102.9,31.2,88.64,51.2,"4,453",48.4,16.1,53.0
Philadelphia 76ers,1998,50.0,28.0,22.0,0.56,48.6,89.7,33.1,77.7,42.6,2.0,7.4,26.4,21.5,29.7,72.2,14.6,28.6,43.1,18.7,16.4,10.8,5.4,5.3,23.0,0.1,2.1,56.4,1.14,14.7,95.5,67.9,43.9,2.4,97.8,35.6,90.56,51.8,"4,582",51.5,17.9,49.4
New York Knicks,1998,50.0,27.0,23.0,0.54,48.4,86.4,32.2,74.1,43.5,4.2,11.8,35.3,17.8,24.4,73.2,11.0,30.2,41.2,19.3,16.1,7.9,5.2,4.3,22.8,0.2,1.0,59.8,1.2,15.9,95.9,67.1,46.3,1.2,97.2,30.3,88.22,51.5,"4,446",49.4,18.1,50.9
Phoenix Suns,1998,50.0,27.0,23.0,0.54,48.2,95.6,35.9,80.1,44.9,5.2,14.0,37.2,18.5,24.3,76.0,12.0,28.4,40.3,25.0,13.6,8.9,4.0,4.1,20.4,0.1,2.3,69.5,1.83,19.1,101.6,67.1,48.1,2.2,103.9,30.6,91.54,52.9,"4,601",48.9,14.8,52.6
Sacramento Kings,1998,50.0,27.0,23.0,0.54,48.8,100.2,38.4,86.1,44.5,5.8,18.9,30.8,17.7,25.9,68.3,14.1,31.5,45.6,22.6,16.8,8.9,4.6,4.4,20.3,0.2,-0.4,58.9,1.34,16.4,101.6,65.4,47.9,-0.4,101.2,32.8,97.36,49.4,"4,948",49.3,17.0,51.4
Charlotte Hornets,1998,50.0,26.0,24.0,0.52,48.6,92.9,33.4,74.4,44.9,5.4,14.7,36.5,20.7,27.7,74.7,9.6,29.9,39.5,22.2,15.9,8.9,4.9,4.6,22.0,0.1,-0.1,66.4,1.39,17.6,100.4,67.8,48.5,0.0,100.4,26.6,91.43,51.1,"4,626",48.2,17.2,53.7
Minnesota Timberwolves,1998,50.0,25.0,25.0,0.5,48.1,92.9,36.8,86.5,42.5,2.4,8.2,29.8,17.0,22.9,74.3,15.1,27.8,42.9,24.4,12.8,8.5,5.4,5.2,23.7,0.1,0.4,66.3,1.9,18.1,99.4,67.3,43.9,0.5,99.9,34.8,92.86,49.3,"4,651",50.1,13.8,48.1
Seattle SuperSonics,1998,50.0,25.0,25.0,0.5,48.4,94.9,35.1,79.5,44.2,6.2,18.0,34.4,18.4,27.1,68.1,13.5,28.4,42.0,21.7,15.3,7.9,4.0,4.5,20.9,0.2,-1.1,61.9,1.42,16.7,104.2,67.3,48.1,-0.9,103.2,34.4,91.22,49.0,"4,594",50.6,16.7,51.9
Toronto Raptors,1998,50.0,23.0,27.0,0.46,48.3,91.1,33.2,78.8,42.1,4.5,13.2,34.1,20.2,26.6,76.0,14.2,28.9,43.2,20.7,16.0,8.8,6.4,5.2,22.8,0.2,-1.6,62.4,1.3,16.1,101.8,67.5,45.0,-1.9,99.8,35.9,90.67,48.9,"4,565",51.5,17.5,50.4
Cleveland Cavaliers,1998,50.0,22.0,28.0,0.44,48.2,86.4,31.2,71.2,43.9,3.6,10.7,34.1,20.3,27.1,74.9,9.4,26.3,35.8,21.9,15.7,9.0,4.1,5.6,24.2,0.1,-1.7,70.0,1.39,17.9,100.1,65.6,46.4,-1.9,98.2,29.5,87.66,49.3,"4,400",47.8,17.8,52.0
Golden State Warriors,1998,50.0,21.0,29.0,0.42,48.5,88.3,34.6,83.5,41.5,3.2,,,,,,,,,20.7,15.4,8.3,4.4,6.1,25.4,0.1,-2.5,59.9,1.35,15.8,98.9,69.0,43.4,-2.9,96.0,36.7,90.96,46.6,"4,600",52.3,16.7,47.1
,1998,,,,,,,,,,,,,,,,,,,21.5,16.1,9.1,5.1,5.1,23.9,0.1,-1.9,59.1,1.33,16.3,100.8,66.6,46.9,-2.1,98.7,33.0,93.02,47.3,"4,711",49.3,17.1,50.1
,1998,,,,,,,,,,,,,,,,,,,18.4,13.8,7.0,5.8,4.9,21.3,0.1,-2.4,52.7,1.33,14.7,103.0,67.3,45.9,-2.7,100.2,32.1,90.8,47.4,"4,570",49.5,15.1,50.2
,1998,,,,,,,,,,,,,,,,,,,21.3,14.7,7.9,3.9,4.2,23.0,0.1,-2.2,60.2,1.45,16.8,102.1,67.3,46.8,-2.3,99.8,30.8,91.11,47.6,"4,571",48.8,16.1,50.7
,1998,,,,,,,,,,,,,,,,,,,18.5,15.0,9.8,5.5,6.5,22.7,0.2,-3.8,54.6,1.23,14.3,101.2,68.2,43.4,-4.2,97.0,32.8,93.73,46.6,"4,711",49.6,15.9,48.5
,1998,,,,,,,,,,,,,,,,,,,19.4,14.8,7.5,5.5,5.5,22.9,0.1,-6.6,57.6,1.31,15.3,108.6,66.0,45.9,-7.3,101.4,31.9,91.99,44.2,"4,611",48.3,16.0,51.1
,1998,,,,,,,,,,,,,,,,,,,20.3,15.5,8.7,3.4,5.7,22.2,0.1,-9.5,66.1,1.31,16.4,101.7,68.4,42.4,-10.4,91.4,29.9,89.19,42.0,"4,482",48.2,17.3,47.0
,1998,,,,,,,,,,,,,,,,,,,16.4,15.9,8.5,4.7,5.8,24.5,0.1,-8.8,47.9,1.03,13.2,107.8,64.6,45.4,-9.6,98.3,33.2,91.04,40.2,"4,599",48.0,17.3,49.7
,1998,,,,,,,,,,,,,,,,,,,19.3,17.0,8.4,4.0,6.6,22.5,0.2,-8.7,58.6,1.14,15.3,106.3,64.5,44.7,-9.3,97.1,34.2,90.29,42.7,"4,576",49.0,18.5,49.8
