TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%
Cleveland Cavaliers,1997,82.0,47.0,35.0,0.573,48.4,92.5,34.4,75.7,45.4,3.6,9.8,37.2,20.2,26.7,75.6,11.6,28.4,40.1,23.1,17.3,9.9,5.1,5.5,23.6,0.1,2.7,67.2,1.33,17.8,97.5,67.8,47.8,2.8,100.3,33.0,91.43,52.8,"7,561",50.8,18.8,52.9
Portland Trail Blazers,1997,82.0,46.0,36.0,0.561,48.4,94.3,35.2,78.0,45.1,4.0,12.8,30.9,20.0,27.1,73.7,13.2,30.8,44.0,21.5,16.9,7.1,5.7,5.4,22.7,0.2,1.4,61.2,1.28,16.6,100.8,68.5,47.6,1.6,102.4,35.5,91.46,51.2,"7,555",52.5,18.3,52.4
Minnesota Timberwolves,1997,82.0,45.0,37.0,0.549,48.6,101.1,38.5,83.5,46.1,3.7,10.6,34.7,20.4,27.5,74.3,13.0,29.6,42.6,25.2,13.9,7.8,5.2,5.0,23.0,0.3,0.7,65.5,1.82,18.6,105.5,65.7,48.3,0.8,106.4,33.3,93.89,51.5,"7,793",49.7,14.6,52.9
New Jersey Nets,1997,82.0,43.0,39.0,0.524,48.5,99.6,37.3,84.5,44.1,3.8,11.4,33.1,21.3,28.7,74.4,16.4,26.1,42.5,20.5,14.4,9.5,3.8,6.3,23.4,0.3,1.6,55.2,1.43,15.3,104.3,65.0,46.3,1.5,105.8,38.3,93.16,49.7,"7,723",50.8,15.3,51.3
New York Knicks,1997,82.0,43.0,39.0,0.524,48.4,91.6,34.9,78.2,44.7,4.7,13.9,33.5,17.1,22.1,77.2,11.9,29.7,41.6,21.8,15.2,7.7,3.4,3.8,23.7,0.3,2.5,62.4,1.43,17.3,98.8,70.3,47.6,2.7,101.5,31.9,89.53,51.7,"7,398",51.2,16.9,52.1
Washington Wizards,1997,82.0,42.0,40.0,0.512,48.3,97.2,37.6,83.1,45.2,3.9,11.5,33.9,18.2,26.3,69.1,13.7,28.5,42.2,23.2,14.1,8.4,4.6,4.5,22.4,0.2,0.6,61.7,1.64,17.5,103.2,67.3,47.6,0.7,103.9,33.9,92.98,50.7,"7,669",50.1,15.1,51.3
Houston Rockets,1997,82.0,41.0,41.0,0.5,48.4,98.8,35.9,79.4,45.2,7.0,20.4,34.3,19.9,25.9,77.1,12.0,28.7,40.7,21.9,15.8,8.4,3.6,4.5,20.2,0.2,-0.8,61.1,1.39,16.9,106.8,67.2,49.6,-0.9,105.9,32.4,92.52,49.0,"7,649",49.9,17.0,54.4
Orlando Magic,1997,82.0,41.0,41.0,0.5,48.4,90.1,33.8,78.7,42.9,3.6,11.1,32.3,18.9,26.1,72.6,14.4,26.9,41.2,20.7,15.3,7.9,5.4,4.7,19.7,0.2,-1.1,61.1,1.35,16.3,102.2,64.6,45.2,-1.2,101.0,37.0,88.51,48.9,"7,315",50.5,17.2,49.9
Detroit Pistons,1997,82.0,37.0,45.0,0.451,48.7,94.2,34.9,77.7,44.9,3.6,11.4,31.2,20.8,27.9,74.5,12.7,28.5,41.2,19.5,14.6,8.3,4.2,4.7,22.0,0.2,1.6,55.8,1.33,15.5,101.8,66.8,47.2,1.6,103.4,33.2,89.75,50.5,"7,468",50.0,16.0,52.3
Boston Celtics,1997,82.0,36.0,46.0,0.439,48.1,95.9,36.7,84.6,43.4,5.1,15.2,33.2,17.4,24.0,72.6,14.6,24.9,39.5,22.1,16.2,12.0,4.5,5.0,26.9,0.2,-2.6,60.3,1.37,16.5,103.5,64.2,46.4,-2.7,100.8,35.2,94.9,45.7,"7,800",48.4,17.1,50.4
,1997,,,,,,,,,,,,,,,,,,,20.1,16.9,8.9,4.4,4.9,23.4,0.2,-1.9,56.5,1.19,15.7,103.7,66.4,47.5,-2.2,101.5,34.0,91.9,48.3,"7,637",50.1,18.1,52.7
,1997,,,,,,,,,,,,,,,,,,,21.1,16.5,8.9,6.0,6.2,22.9,0.1,-2.4,60.9,1.28,16.3,103.3,66.0,46.2,-2.3,101.1,34.1,92.11,47.8,"7,570",49.9,17.9,51.4
,1997,,,,,,,,,,,,,,,,,,,22.4,15.5,7.3,5.1,5.7,22.1,0.0,-5.6,62.1,1.44,17.0,105.0,64.3,46.4,-5.9,99.1,32.8,93.78,45.8,"7,709",48.3,16.5,50.2
,1997,,,,,,,,,,,,,,,,,,,18.7,14.4,7.9,5.7,4.6,20.0,0.2,-6.1,53.3,1.3,14.9,105.2,63.2,45.8,-6.3,98.9,30.6,91.47,44.6,"7,575",46.6,15.6,49.8
,1997,,,,,,,,,,,,,,,,,,,20.8,16.7,7.6,5.5,5.8,22.7,0.1,-9.1,60.0,1.25,15.7,103.5,66.4,42.7,-9.6,93.9,35.6,93.31,42.3,"7,707",50.5,17.8,46.8
,1997,,,,,,,,,,,,,,,,,,,23.9,17.1,7.5,4.3,6.6,22.1,0.2,-7.3,65.2,1.4,17.9,110.2,65.2,48.2,-7.8,102.4,34.0,93.6,45.2,"7,735",49.6,18.2,52.7
,1997,,,,,,,,,,,,,,,,,,,18.7,16.1,7.6,5.6,5.0,22.3,0.1,-7.4,52.3,1.16,14.6,109.6,63.8,47.7,-7.7,101.8,33.0,93.74,43.7,"7,723",48.1,17.1,51.8
,1997,,,,,,,,,,,,,,,,,,,21.3,16.7,9.4,8.1,6.3,22.6,0.1,-9.3,58.9,1.27,16.0,108.9,60.2,46.2,-9.5,99.4,33.9,94.36,43.1,"7,829",46.6,17.5,50.4
,1997,,,,,,,,,,,,,,,,,,,18.9,16.0,8.1,4.8,6.5,23.6,0.2,-11.8,57.8,1.18,15.0,110.6,63.9,44.0,-13.2,97.4,33.7,91.06,40.7,"7,496",48.2,17.5,49.6
