,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
10,Cleveland Cavaliers,1997,82,47,35,0.573,48.4,92.5,34.4,75.7,45.4,3.6,9.8,37.2,20.2,26.7,75.6,11.6,28.4,40.1,23.1,17.3,9.9,5.1,5.5,23.6,0.1,2.7,67.2,1.33,17.8,97.5,67.8,47.8,2.8,100.3,33.0,91.43,52.8,"7,561",50.8,18.8,52.9,11,19,24,29,10,3,19,10,19,6,9,1,13,11,17,10,11,24,27,27,12,21,25,5,9,10,8,27,17,23,10,1,2,14,8,5,24,10
11,Portland Trail Blazers,1997,82,46,36,0.561,48.4,94.3,35.2,78.0,45.1,4.0,12.8,30.9,20.0,27.1,73.7,13.2,30.8,44.0,21.5,16.9,7.1,5.7,5.4,22.7,0.2,1.4,61.2,1.28,16.6,100.8,68.5,47.6,1.6,102.4,35.5,91.46,51.2,"7,555",52.5,18.3,52.4,12,18,16,22,13,16,23,17,6,4,3,2,15,15,16,14,12,19,20,20,16,14,11,27,12,8,18,12,2,4,17,3,28,6,9,13,12,15
12,Minnesota Timberwolves,1997,82,45,37,0.549,48.6,101.1,38.5,83.5,46.1,3.7,10.6,34.7,20.4,27.5,74.3,13.0,29.6,42.6,25.2,13.9,7.8,5.2,5.0,23.0,0.3,0.7,65.5,1.82,18.6,105.5,65.7,48.3,0.8,106.4,33.3,93.89,51.5,"7,793",49.7,14.6,52.9,13,17,5,6,16,4,1,4,17,18,20,29,10,12,4,13,13,2,1,4,8,20,22,15,7,7,15,14,8,7,3,29,22,13,12,9,3,16
13,New Jersey Nets,1997,82,43,39,0.524,48.5,99.6,37.3,84.5,44.1,3.8,11.4,33.1,21.3,28.7,74.4,16.4,26.1,42.5,20.5,14.4,9.5,3.8,6.3,23.4,0.3,1.6,55.2,1.43,15.3,104.3,65.0,46.3,1.5,105.8,38.3,93.16,49.7,"7,723",50.8,15.3,51.3,14,15,10,9,15,26,12,26,1,21,10,27,23,21,9,17,14,6,6,2,22,18,16,22,4,3,13,1,28,8,23,24,4,27,3,7,4,13
14,New York Knicks,1997,82,43,39,0.524,48.4,91.6,34.9,78.2,44.7,4.7,13.9,33.5,17.1,22.1,77.2,11.9,29.7,41.6,21.8,15.2,7.7,3.4,3.8,23.7,0.3,2.5,62.4,1.43,17.3,98.8,70.3,47.6,2.7,101.5,31.9,89.53,51.7,"7,398",51.2,16.9,52.1,15,16,19,26,11,12,13,13,27,1,6,15,16,17,26,12,15,25,22,17,19,10,9,19,27,28,2,25,7,13,16,18,23,29,29,4,5,11
15,Washington Wizards,1997,82,42,40,0.512,48.3,97.2,37.6,83.1,45.2,3.9,11.5,33.9,18.2,26.3,69.1,13.7,28.5,42.2,23.2,14.1,8.4,4.6,4.5,22.4,0.2,0.6,61.7,1.64,17.5,103.2,67.3,47.6,0.7,103.9,33.9,92.98,50.7,"7,669",50.1,15.1,51.3,16,14,13,16,17,15,6,12,14,8,14,28,17,22,10,15,16,8,4,5,13,16,15,18,21,13,26,7,15,9,9,27,12,19,25,16,13,17
16,Houston Rockets,1997,82,41,41,0.5,48.4,98.8,35.9,79.4,45.2,7.0,20.4,34.3,19.9,25.9,77.1,12.0,28.7,40.7,21.9,15.8,8.4,3.6,4.5,20.2,0.2,-0.8,61.1,1.39,16.9,106.8,67.2,49.6,-0.9,105.9,32.4,92.52,49.0,"7,649",49.9,17.0,54.4,17,12,9,5,18,17,16,16,24,9,17,13,6,5,11,18,17,7,14,14,14,2,1,16,14,18,4,24,12,19,15,12,13,28,26,27,14,18
17,Orlando Magic,1997,82,41,41,0.5,48.4,90.1,33.8,78.7,42.9,3.6,11.1,32.3,18.9,26.1,72.6,14.4,26.9,41.2,20.7,15.3,7.9,5.4,4.7,19.7,0.2,-1.1,61.1,1.35,16.3,102.2,64.6,45.2,-1.2,101.0,37.0,88.51,48.9,"7,315",50.5,17.2,49.9,18,13,22,20,19,18,18,19,3,22,11,10,27,26,29,19,18,27,28,16,26,22,18,24,16,16,20,6,25,16,22,16,20,10,17,29,15,19
18,Detroit Pistons,1997,82,37,45,0.451,48.7,94.2,34.9,77.7,44.9,3.6,11.4,31.2,20.8,27.9,74.5,12.7,28.5,41.2,19.5,14.6,8.3,4.2,4.7,22.0,0.2,1.6,55.8,1.33,15.5,101.8,66.8,47.2,1.6,103.4,33.2,89.75,50.5,"7,468",50.0,16.0,52.3,19,11,14,21,14,25,20,24,18,12,16,22,20,16,23,16,19,20,23,22,18,23,17,26,6,6,12,15,16,17,25,22,14,25,18,21,16,14
19,Boston Celtics,1997,82,36,46,0.439,48.1,95.9,36.7,84.6,43.4,5.1,15.2,33.2,17.4,24.0,72.6,14.6,24.9,39.5,22.1,16.2,12.0,4.5,5.0,26.9,0.2,-2.6,60.3,1.37,16.5,103.5,64.2,46.4,-2.7,100.8,35.2,94.9,45.7,"7,800",48.4,17.1,50.4,20,9,23,12,22,20,17,18,8,24,23,11,21,23,1,23,20,14,8,1,25,7,6,21,26,25,21,4,29,26,14,8,1,21,13,1,17,22
20,Milwaukee Bucks,1997,82,36,46,0.439,48.6,94.5,35.6,78.0,45.6,3.0,8.6,35.4,20.3,26.4,76.7,12.6,27.3,39.9,20.1,16.9,8.9,4.4,4.9,23.4,0.2,-1.9,56.5,1.19,15.7,103.7,66.4,47.5,-2.2,101.5,34.0,91.9,48.3,"7,637",50.1,18.1,52.7,21,10,20,11,20,24,27,22,10,14,15,4,18,13,14,20,21,18,17,21,10,27,27,11,8,12,5,18,23,25,24,4,8,22,16,8,18,20
21,Philadelphia 76ers,1997,82,31,51,0.378,48.2,93.3,34.6,78.2,44.3,3.0,9.9,30.0,21.1,28.7,73.7,13.7,28.0,41.7,21.1,16.5,8.9,6.0,6.2,22.9,0.1,-2.4,60.9,1.28,16.3,103.3,66.0,46.2,-2.3,101.1,34.1,92.11,47.8,"7,570",49.9,17.9,51.4,22,8,21,15,21,19,24,20,9,16,18,5,24,20,13,21,22,21,26,18,20,28,24,28,5,4,19,8,20,12,20,7,9,5,5,10,25,21
22,Sacramento Kings,1997,82,27,55,0.329,48.1,93.1,36.1,81.5,44.2,3.5,9.8,35.1,17.6,25.6,68.7,13.3,28.1,41.4,22.4,15.5,7.3,5.1,5.7,22.1,0.0,-5.6,62.1,1.44,17.0,105.0,64.3,46.4,-5.9,99.1,32.8,93.78,45.8,"7,709",48.3,16.5,50.2,23,7,26,8,23,13,10,15,21,23,24,19,22,25,5,22,23,22,13,11,21,24,26,13,25,20,28,10,19,14,13,13,27,15,7,19,29,23
23,Dallas Mavericks,1997,82,20,62,0.244,48.5,91.4,35.1,82.4,42.7,5.1,14.4,35.7,16.0,21.2,75.3,12.3,27.8,40.1,18.7,14.4,7.9,5.7,4.6,20.0,0.2,-6.1,53.3,1.3,14.9,105.2,63.2,45.8,-6.3,98.9,30.6,91.47,44.6,"7,575",46.6,15.6,49.8,24,6,27,7,24,28,21,28,28,28,28,25,26,27,15,25,24,26,21,8,27,8,8,8,29,29,9,20,21,24,28,25,21,7,20,28,19,24
24,Golden State Warriors,1997,82,19,63,0.232,48.4,88.3,34.7,83.9,41.3,2.3,8.5,27.2,16.6,23.3,71.0,15.7,30.2,45.9,20.8,16.7,7.6,5.5,5.8,22.7,0.1,-9.1,60.0,1.25,15.7,103.5,66.4,42.7,-9.6,93.9,35.6,93.31,42.3,"7,707",50.5,17.8,46.8,25,4,29,13,28,21,26,23,5,15,12,7,29,29,8,28,25,29,25,3,29,29,28,29,28,27,25,2,3,1,21,5,24,9,6,14,26,27
25,Vancouver Grizzlies,1997,82,19,63,0.232,48.4,96.6,36.7,80.1,45.8,4.0,11.0,36.2,19.3,26.2,73.9,13.2,28.2,41.4,23.9,17.1,7.5,4.3,6.6,22.1,0.2,-7.3,65.2,1.4,17.9,110.2,65.2,48.2,-7.8,102.4,34.0,93.6,45.2,"7,735",49.6,18.2,52.7,26,5,17,2,26,6,15,9,11,20,21,3,11,14,7,24,26,11,9,12,9,15,20,6,15,14,17,13,18,15,6,2,26,24,1,20,20,25
26,Los Angeles Clippers,1997,82,17,65,0.207,48.2,95.9,35.7,81.6,43.8,6.4,17.9,35.8,18.0,25.0,72.3,12.7,27.8,40.4,18.7,16.1,7.6,5.6,5.0,22.3,0.1,-7.4,52.3,1.16,14.6,109.6,63.8,47.7,-7.7,101.8,33.0,93.74,43.7,"7,723",48.1,17.1,51.8,27,3,18,3,25,29,29,29,20,26,27,12,14,18,6,26,27,15,15,10,23,4,4,7,22,23,22,16,22,22,29,10,25,8,14,17,27,26
27,Toronto Raptors,1997,82,16,66,0.195,48.6,94.9,36.2,83.1,43.5,4.5,13.2,34.3,18.0,25.1,71.8,14.5,26.2,40.7,21.3,16.7,9.4,8.1,6.3,22.6,0.1,-9.3,58.9,1.27,16.0,108.9,60.2,46.2,-9.5,99.4,33.9,94.36,43.1,"7,829",46.6,17.5,50.4,28,2,25,4,27,22,25,21,15,29,29,8,25,24,3,27,28,17,12,6,24,11,10,17,23,22,24,5,27,20,19,6,5,1,4,15,28,28
28,Denver Nuggets,1997,82,11,71,0.134,48.1,89.0,32.6,78.2,41.8,3.5,10.9,32.3,20.2,26.2,77.2,12.7,26.3,39.0,18.9,16.0,8.1,4.8,6.5,23.6,0.2,-11.8,57.8,1.18,15.0,110.6,63.9,44.0,-13.2,97.4,33.7,91.06,40.7,"7,496",48.2,17.5,49.6,29,1,28,1,29,23,28,27,16,25,25,9,28,28,19,29,29,28,29,19,28,25,21,25,10,15,3,17,26,28,27,11,16,17,2,6,21,29
